-0.3450739,-14.4692638
-0.3508347,-14.1649438
-0.3524036,-13.8607037
-0.3500984,-13.5565107
-0.3442372,-13.2523317
-0.3351378,-12.9481338
-0.3231181,-12.643884
-0.3084961,-12.3395494
-0.2915896,-12.0350969
-0.2727167,-11.7304936
-0.2521952,-11.4257065
-0.230343,-11.1207027
-0.2074781,-10.8154491
-0.1839184,-10.5099128
-0.1599818,-10.2040609
-0.1359862,-9.8978603
-0.1122496,-9.5912781
-0.0890899,-9.2842812
-0.0668249,-8.9768368
-0.0457727,-8.6689119
-0.0262511,-8.3604734
-0.0085781,-8.0514884
0.0069284,-7.741924
0.0199506,-7.4317471
0.0301704,-7.1209248
0.03727,-6.8094241
0.0409314,-6.497212
0.0408935,-6.1842691
0.0375418,-5.8707282
0.031673,-5.5568196
0.02409,-5.2427749
0.0155959,-4.9288256
0.0069937,-4.6152035
-0.0009134,-4.3021401
-0.0073225,-3.9898671
-0.0114304,-3.6786161
-0.0124341,-3.3686188
-0.0095305,-3.0601067
-0.0019166,-2.7533115
0.0112107,-2.4484649
0.0307332,-2.145894
0.0594198,-1.8482157
0.101969,-1.5603884
0.1631667,-1.2874763
0.2477987,-1.0345437
0.3606508,-0.8066548
0.5065085,-0.6088736
0.6881018,-0.4444678
0.9012707,-0.3106843
1.1404129,-0.2035099
1.3999263,-0.1189313
1.6742089,-0.0529353
1.9576586,-0.0015086
2.245047,0.039133
2.5345107,0.0707142
2.8259662,0.0938697
3.1193462,0.1092245
3.4145833,0.1174035
3.7116104,0.1190315
4.01036,0.1147335
4.310765,0.1051344
4.6127579,0.090859
4.9162715,0.0725324
5.2212386,0.0507793
5.5275918,0.0262247
5.8352638,-0.0005065
6.1441873,-0.0287894
6.4542951,-0.0579992
6.7655198,-0.0875108
7.0777942,-0.1166994
7.3910509,-0.1449401
7.7052227,-0.171608
8.0202422,-0.1960781
8.3360422,-0.2177257
8.6525553,-0.2359257
8.9697144,-0.2500533
9.287452,-0.2594835
9.6057009,-0.2635916
9.9243938,-0.2617524
10.243437,-0.2534778
10.5624758,-0.2396294
10.8810067,-0.2218393
11.1985243,-0.2017487
11.5145233,-0.1809986
11.8284983,-0.1612302
12.1399441,-0.1440845
12.4483553,-0.1312027
12.7532266,-0.1242259
13.0540526,-0.1247952
13.350328,-0.1345517
13.6415476,-0.1551364
13.9272059,-0.1881906
14.2067133,-0.2353808
14.4774236,-0.2989944
14.7345691,-0.3819596
14.9732845,-0.4872338
15.1887044,-0.6177746
15.3759634,-0.7765396
15.5302071,-0.9664773
15.6493214,-1.1882801
15.7375365,-1.4374168
15.799978,-1.708619
15.8417716,-1.9966185
15.8680427,-2.296147
15.8839169,-2.6019361
15.8941705,-2.9091013
15.9006065,-3.2160226
15.9035259,-3.52273
15.9032179,-3.8292662
15.8999715,-4.1356737
15.894076,-4.4419953
15.8858206,-4.7482736
15.8754945,-5.0545514
15.8633869,-5.3608712
15.8497869,-5.6672758
15.8349839,-5.9738078
15.8192669,-6.28051
15.8029251,-6.5874248
15.7862479,-6.8945951
15.7695243,-7.2020636
15.7530435,-7.5098728
15.7370948,-7.8180654
15.7219673,-8.1266841
15.7079503,-8.4357717
15.6953329,-8.7453707
15.6844043,-9.0555238
15.6754537,-9.3662737
15.6687703,-9.6776631
15.6646434,-9.9897346
15.6633621,-10.3025309
15.6652155,-10.6160947
15.6704896,-10.9304677
15.679101,-11.2455902
15.6902666,-11.5612105
15.7031254,-11.8770551
15.7168164,-12.1928508
15.7304786,-12.5083244
15.7432509,-12.8232024
15.7542723,-13.1372117
15.7626818,-13.4500789
15.7676184,-13.7615308
15.7682211,-14.071294
15.7636288,-14.3790953
15.7529806,-14.6846614
15.7354153,-14.9877189
15.7094185,-15.2871014
15.6709936,-15.5782505
15.6155554,-15.8558028
15.5385184,-16.1143949
15.4352972,-16.3486635
15.3013065,-16.5532452
15.1323479,-16.7231562
14.9297605,-16.8588417
14.6990201,-16.9648027
14.4457017,-17.0456375
14.1753804,-17.1059445
13.8936314,-17.150322
13.6060031,-17.1833489
13.3161043,-17.2081719
13.0243127,-17.2255534
12.7307009,-17.23603
12.435341,-17.2401383
12.1383053,-17.2384149
11.8396661,-17.2313966
11.5394958,-17.2196199
11.2378666,-17.2036215
10.9348508,-17.183938
10.6305207,-17.161106
10.3249486,-17.1356623
10.0182067,-17.1081433
9.7103675,-17.0790858
9.4015031,-17.0490264
9.0916858,-17.0185018
8.780988,-16.9880485
8.469482,-16.9582033
8.15724,-16.9295027
7.8443343,-16.9024833
7.5308372,-16.8776819
7.2168211,-16.8556351
6.9023581,-16.8368794
6.5875207,-16.8219516
6.272381,-16.8113883
5.9570114,-16.8057261
5.6414842,-16.8055016
5.325901,-16.8110018
5.0105142,-16.8212302
4.6956248,-16.834779
4.3815336,-16.85024
4.0685413,-16.8662054
3.7569489,-16.8812669
3.4470572,-16.8940168
3.139167,-16.9030468
2.8335793,-16.906949
2.5305947,-16.9043153
2.2305142,-16.8937378
1.9336387,-16.8738083
1.6402689,-16.843119
1.3510369,-16.8001278
1.0698268,-16.7419784
0.8023677,-16.665069
0.5544098,-16.5657888
0.3317036,-16.4405274
0.1399991,-16.2856742
-0.0150703,-16.097713
-0.1325387,-15.8769002
-0.2175737,-15.6284487
-0.27576,-15.3579091
-0.3126823,-15.0708315
-0.3339254,-14.7727664
